leaderboard_version,ticker,run_label,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,max_weight_delta_per_step,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_turnover_penalty_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_turnover_penalty_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_turnover_penalty_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score
2,NVDA,nvda-downside-ab-20k-ent05-bonus002-dd0.15,13,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.1761360410511785,1.1457727777085915,0.0212533441478446,0.6566209588629767,49.89104723930359,0.1346159994072187,41.73095981623781,0.0033117813373046,0.0035992270953378,-3.740757965694257e-06,0.0184516129032258,0.0,-0.0056874448893066,0.0379162992620445,0.0194845094019493,6.059682424006258,0.0006769376467276,0.0007666826774341,-1.1039333733143128e-05,0.0149839228295819,0.0,-0.011174306075993,0.0744953738399534,1.5377141089630175,2.117969437869268,3.620202158990808,-0.1901528482592422,0.1492952300491337,0.5052809925489623,0.6188511444487093,-0.2994824452868163,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-064307Z_nvda-downside-ab-20k-ent05-bonus002-dd0.15_seed13.zip,-0.0775329478930496,0.276712385345221,5,3.568965102770542,1,0.6212739962019458
2,NVDA,nvda-downside-ab-20k-ent05-bonus002-dd0.10,21,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.4983922829581994,0.5400696864111498,287,309,0.9935691318327974,0.5210355987055016,0.150246708168771,0.6008890323205636,-0.1669672936695344,0.6566209588629767,52.94122385978699,0.1326828402485601,41.13168047705364,0.0023774417419878,0.0025345167246872,-3.740757965694257e-06,0.0165806451612903,0.0,-0.0025877407537377,0.0258774075373774,0.0098466161548605,3.0622976241616264,-3.051306090314084e-05,0.0002938670668885,-1.827651535345137e-05,0.0122186495176848,0.0,-0.0061611983478328,0.061611983478328,0.9928303635749895,2.16545146813527,3.632405215516131,-0.1203456118317544,-0.0389254077682453,-0.0349187579297055,-0.0419084600491046,-0.2040052762555905,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-063935Z_nvda-downside-ab-20k-ent05-bonus002-dd0.10_seed21.zip,0.0279733911106297,0.2250853744844028,5,8.046410018514743,1,0.5880617344351374
2,NVDA,nvda-entropy-ab-20k-ent0.05-bonus002-dd10,21,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483871,0.5598705501618123,1.932223946499949,0.4983922829581994,0.5400696864111498,287,309,0.9935691318327974,0.5210355987055016,0.15024670816877106,0.6008890323205636,-0.16696729366953444,0.6566209588629767,51.22425866127014,0.1326828402485601,41.131680477053635,0.0023774417419878888,0.002534516724687232,-3.740757965694257e-06,0.016580645161290323,0.0,-0.00258774075373774,0.0258774075373774,0.009846616154860535,3.0622976241616264,-3.0513060903140838e-05,0.0002938670668885585,-1.827651535345137e-05,0.012218649517684888,0.0,-0.006161198347832801,0.061611983478328004,0.9928303635749895,2.16545146813527,3.632405215516131,-0.1203456118317544,-0.03892540776824538,-0.0349187579297055,-0.04190846004910469,-0.2040052762555905,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-070609Z_nvda-entropy-ab-20k-ent0.05-bonus002-dd10_seed21.zip,0.027973391110629797,0.22508537448440288,5,8.046410018514743,1,0.5880617344351374
2,NVDA,nvda-entropy-ab-20k-ent0.05-bonus002-dd10,84,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483871,0.5598705501618123,1.932223946499949,0.4983922829581994,0.5400696864111498,287,309,0.9935691318327974,0.5210355987055016,0.16710166930731618,0.3214204212670946,-0.12165135108835745,0.6566209588629767,49.489575147628784,0.1263038239368447,39.154185420421854,0.0018994853251569454,0.00205255196476477,-3.740757965694257e-06,0.011032258064516128,0.0,-0.0037476994776524217,0.037476994776524206,0.018753975354932725,5.832486335384077,9.847315578405264e-05,0.0002688495934324773,-1.3528356548643008e-05,0.010353697749196141,0.0,-0.005729545609092702,0.05729545609092702,0.7133617525215206,1.6760944948865406,2.5649155846940226,-0.17176390987252976,0.006390534812931614,0.12522721773552165,0.17139390140560462,-0.1944063214056434,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-070749Z_nvda-entropy-ab-20k-ent0.05-bonus002-dd10_seed84.zip,0.027973391110629797,0.22508537448440288,5,8.046410018514743,1,0.5925933286932551
2,NVDA,nvda-downside-ab-20k-ent05-bonus002-dd0.10,84,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.4983922829581994,0.5400696864111498,287,309,0.9935691318327974,0.5210355987055016,0.1671016693073161,0.3214204212670946,-0.1216513510883574,0.6566209588629767,49.53954577445984,0.1263038239368447,39.154185420421854,0.0018994853251569,0.0020525519647647,-3.740757965694257e-06,0.0110322580645161,0.0,-0.0037476994776524,0.0374769947765242,0.0187539753549327,5.832486335384077,9.847315578405264e-05,0.0002688495934324,-1.3528356548643008e-05,0.0103536977491961,0.0,-0.0057295456090927,0.057295456090927,0.7133617525215206,1.6760944948865406,2.5649155846940226,-0.1717639098725297,0.0063905348129316,0.1252272177355216,0.1713939014056046,-0.1944063214056434,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-064117Z_nvda-downside-ab-20k-ent05-bonus002-dd0.10_seed84.zip,0.0279733911106297,0.2250853744844028,5,8.046410018514743,1,0.5925933286932551
2,NVDA,nvda-downside-ab-20k-ent05-bonus002-dd0.15,42,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.1761360410511785,0.6572872492509496,-0.1012572391956614,0.6566209588629767,49.75818490982056,0.1209678922354557,37.50004659299129,0.0025880308316509,0.0029070743706526,-3.740757965694257e-06,0.0176774193548387,0.0,-0.0080961081774936,0.0539740545166241,0.0131422551597059,4.087241354668539,0.0003542829370398,0.0004915100828815,-1.1039333733143128e-05,0.0162700964630225,0.0,-0.0136228714829708,0.0908191432198055,1.0492285805053756,1.7603495655471408,2.814602486152166,-0.2320775260727822,0.0267846467056276,0.2438503707335797,0.2960159121460033,-0.3278651007126897,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-064445Z_nvda-downside-ab-20k-ent05-bonus002-dd0.15_seed42.zip,-0.0775329478930496,0.276712385345221,5,3.568965102770542,1,0.6090229378675952
2,NVDA,nvda-entropy-ab-20k-ent0.05-bonus002-dd10,13,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483871,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.17613604105117853,0.46808369113403536,-0.030411302473858814,0.6566209588629767,52.892784118652344,0.11255440552256253,34.891865711994384,0.002206775568407706,0.002345229988992969,-3.740757965694257e-06,0.01038709677419355,0.0,-0.00460769334383145,0.04607693343831449,0.029655245032818602,9.222781205206585,0.0004406998008177347,0.0006535447063979695,-1.1039333733143128e-05,0.005916398713826367,0.0,-0.006388991497290505,0.06388991497290503,0.8600250223884613,1.7350197205343445,2.658729974300321,-0.20390888961450926,0.09763058342743025,0.41870636528918465,0.5153560719773636,-0.22924326036477916,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-070518Z_nvda-entropy-ab-20k-ent0.05-bonus002-dd10_seed13.zip,0.027973391110629797,0.22508537448440288,5,8.046410018514743,1,0.6017971825674808
2,NVDA,nvda-downside-ab-20k-ent05-bonus002-dd0.10,13,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.1761360410511785,0.4680836911340353,-0.0304113024738588,0.6566209588629767,50.60332894325256,0.1125544055225625,34.891865711994384,0.0022067755684077,0.0023452299889929,-3.740757965694257e-06,0.0103870967741935,0.0,-0.0046076933438314,0.0460769334383144,0.0296552450328186,9.222781205206584,0.0004406998008177,0.0006535447063979,-1.1039333733143128e-05,0.0059163987138263,0.0,-0.0063889914972905,0.063889914972905,0.8600250223884613,1.7350197205343445,2.658729974300321,-0.2039088896145092,0.0976305834274302,0.4187063652891846,0.5153560719773636,-0.2292432603647791,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-063842Z_nvda-downside-ab-20k-ent05-bonus002-dd0.10_seed13.zip,0.0279733911106297,0.2250853744844028,5,8.046410018514743,1,0.6017971825674808
2,NVDA,nvda-downside-ab-20k-ent05-bonus002-dd0.10,7,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.0580645161290322,0.0,0,0,0.0,0.0,0.0,0.0707395498392283,0.0,0,0,0.0,0.0,0.0,-0.391941331254426,-0.1208051046818066,0.0,56.94137620925903,-0.002344341570665,-0.7267458869061614,0.0,0.0,-0.002344341570665,0.0,0.0,0.0,0.0,0.0022965336844398,0.7142219758608053,2.353917144762127e-05,8.091633394369915e-06,-0.0020767429691706,6.430868167202572e-05,0.0,-9.967898630653711e-06,9.967898630653712e-05,0.0,0.0,0.0,0.0,0.0072367812194824,0.4446333632132072,0.1223321820289489,-0.0103947999357457,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-063752Z_nvda-downside-ab-20k-ent05-bonus002-dd0.10_seed7.zip,0.0279733911106297,0.2250853744844028,5,8.046410018514743,1,-0.0620805104681806
2,NVDA,nvda-entropy-ab-20k-ent0.05-bonus002-dd10,7,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,0.25,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.05806451612903226,0.0,0,0,0.0,0.0,0.0,0.0707395498392283,0.0,0,0,0.0,0.0,0.0,-0.391941331254426,-0.12080510468180661,0.0,49.56610870361328,-0.0023443415706650367,-0.7267458869061614,0.0,0.0,-0.0023443415706650367,0.0,0.0,0.0,0.0,0.0022965336844398884,0.7142219758608053,2.353917144762127e-05,8.091633394369915e-06,-0.002076742969170624,6.430868167202572e-05,0.0,-9.967898630653711e-06,9.967898630653711e-05,0.0,0.0,0.0,0.0,0.007236781219482458,0.4446333632132072,0.12233218202894894,-0.010394799935745769,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260406-070425Z_nvda-entropy-ab-20k-ent0.05-bonus002-dd10_seed7.zip,0.027973391110629797,0.22508537448440288,5,8.046410018514743,1,-0.062080510468180666
